Language_ID,Glottocode,Feature_ID,Value
Satere_Mawe,,ABOVE,ABOVE__5_14
Satere_Mawe,,ACAI_PALM,ACAI_PALM__0_1
Satere_Mawe,,AFTER,AFTER__1_9
Satere_Mawe,,AGOUTI,AGOUTI__0
Satere_Mawe,,ALL,ALL__5
Satere_Mawe,,ALONE,ALONE__6
Satere_Mawe,,ANACONDA,ANACONDA__2
Satere_Mawe,,ANATTO,ANATTO__1
Satere_Mawe,,ANT,ANT__1
Satere_Mawe,,ANTEATER,ANTEATER__3
Satere_Mawe,,ARM,ARM__1
Satere_Mawe,,ARMADILLO,ARMADILLO__0
Satere_Mawe,,ARRIVE,ARRIVE__1
Satere_Mawe,,ARROW,ARROW__2
Satere_Mawe,,ASHES,ASHES__12
Satere_Mawe,,AXE,AXE__7
Satere_Mawe,,BACK,BACK__0
Satere_Mawe,,BAD,BAD__1
Satere_Mawe,,BAMBOO,BAMBOO__0
Satere_Mawe,,BANANA,BANANA__0
Satere_Mawe,,BASKET,BASKET__2
Satere_Mawe,,BAT,BAT__3
Satere_Mawe,,BATHE,BATHE__0
Satere_Mawe,,BE_HUNGRY,BE_HUNGRY__0_7
Satere_Mawe,,BE_WRONG,BE_WRONG__1
Satere_Mawe,,BEADS,?
Satere_Mawe,,BEANS,BEANS__0
Satere_Mawe,,BEARD,?
Satere_Mawe,,BEAUTIFUL,BEAUTIFUL__0
Satere_Mawe,,BEE,BEE__2
Satere_Mawe,,BELLYBUTTON,BELLYBUTTON__0
Satere_Mawe,,BELOW,BELOW__0
Satere_Mawe,,BENCH,BENCH__3
Satere_Mawe,,BIG,BIG__0_1
Satere_Mawe,,BIRD,BIRD__1
Satere_Mawe,,BITE,BITE__0
Satere_Mawe,,BLACK,BLACK__0
Satere_Mawe,,BLOOD,BLOOD__2
Satere_Mawe,,BLOW,BLOW__0
Satere_Mawe,,BLUE,BLUE__0
Satere_Mawe,,BODY,BODY__7
Satere_Mawe,,BONE,BONE__0
Satere_Mawe,,BOW,BOW__0
Satere_Mawe,,BOY,BOY__0
Satere_Mawe,,BRANCH,BRANCH__3
Satere_Mawe,,BRAZIL_NUT,BRAZIL_NUT__2
Satere_Mawe,,BREAK,BREAK__5
Satere_Mawe,,BREAST,BREAST__0
Satere_Mawe,,BREATHE,BREATHE__0
Satere_Mawe,,BROTHER,BROTHER__0
Satere_Mawe,,BROTHER_OLDER_OF_WOMAN,?
Satere_Mawe,,BURN_INTR,BURN_INTR__3
Satere_Mawe,,BURY,BURY__0
Satere_Mawe,,BUTTERFLY,BUTTERFLY__1
Satere_Mawe,,BUTTOCKS,?
Satere_Mawe,,CALABASH,CALABASH__1
Satere_Mawe,,CANOE,CANOE__0
Satere_Mawe,,CAPUCHIN_MONKEY,CAPUCHIN_MONKEY__2
Satere_Mawe,,CAPYBARA,CAPYBARA__2_3
Satere_Mawe,,CARA_ROOT,CARA_ROOT__2
Satere_Mawe,,CASHEW,CASHEW__0
Satere_Mawe,,CENTIPEDE,CENTIPEDE__2
Satere_Mawe,,CHIEF,CHIEF__2_6_9
Satere_Mawe,,CHILD,CHILD__0
Satere_Mawe,,CICADA,CICADA__0
Satere_Mawe,,CLAW,CLAW__1
Satere_Mawe,,CLOUD,CLOUD__0_1
Satere_Mawe,,COATI,COATI__0
Satere_Mawe,,COCKROACH,COCKROACH__0
Satere_Mawe,,COCOA,COCOA__4
Satere_Mawe,,COLD,COLD__0
Satere_Mawe,,COMB,COMB__0
Satere_Mawe,,COME,COME__3
Satere_Mawe,,CORN,CORN__0
Satere_Mawe,,COTTON,COTTON__0
Satere_Mawe,,CRAB,CRAB__4
Satere_Mawe,,CRICKET_ZOOL,CRICKET_ZOOL__0_2
Satere_Mawe,,CRY,CRY__2
Satere_Mawe,,CURASSOW,CURASSOW__1
Satere_Mawe,,CUT,CUT__3
Satere_Mawe,,DANCE,DANCE__0
Satere_Mawe,,DAUGHTER_OF_MAN,DAUGHTER_OF_MAN__5
Satere_Mawe,,DAUGHTER_OF_WOMAN,DAUGHTER_OF_WOMAN__2
Satere_Mawe,,DAY,DAY__1
Satere_Mawe,,DEER,DEER__4
Satere_Mawe,,DEFECATE,DEFECATE__0
Satere_Mawe,,DIE,DIE__1
Satere_Mawe,,DIG,DIG__6
Satere_Mawe,,DIRTY,DIRTY__4
Satere_Mawe,,DO,DO__2
Satere_Mawe,,DOG,DOG__0
Satere_Mawe,,DOOR,DOOR__0_1
Satere_Mawe,,DRAW,?
Satere_Mawe,,DREAM,?
Satere_Mawe,,DRINK_V,DRINK_V__1_2_3
Satere_Mawe,,DRY,DRY__0
Satere_Mawe,,DRY_STATE,DRY_STATE__0
Satere_Mawe,,EAR,EAR__2
Satere_Mawe,,EARTH,EARTH__1
Satere_Mawe,,EAT_TR.,EAT_TR.__0_8_10
Satere_Mawe,,EGG,EGG__0
Satere_Mawe,,ELECTRIC_EEL,ELECTRIC_EEL__4
Satere_Mawe,,ENTER,ENTER__0
Satere_Mawe,,EYE,EYE__0
Satere_Mawe,,FACE,FACE__0
Satere_Mawe,,FALL,FALL__0
Satere_Mawe,,FAR,FAR__1
Satere_Mawe,,FAT,FAT__0
Satere_Mawe,,FATHER,FATHER__0
Satere_Mawe,,FEAR,FEAR__0
Satere_Mawe,,FEATHER,FEATHER__0
Satere_Mawe,,FINGER,FINGER__2
Satere_Mawe,,FIRE,FIRE__2
Satere_Mawe,,FIREFLY,FIREFLY__6
Satere_Mawe,,FIREWOOD,FIREWOOD__6
Satere_Mawe,,FISH,FISH__0
Satere_Mawe,,FISHHOOK,FISHHOOK__0
Satere_Mawe,,FLAT,FLAT__1
Satere_Mawe,,FLEA,FLEA__0
Satere_Mawe,,FLESH,FLESH__0
Satere_Mawe,,FLOAT,FLOAT__3
Satere_Mawe,,FLOUR,FLOUR__0
Satere_Mawe,,FLOWER,FLOWER__0
Satere_Mawe,,FLY,FLY__0
Satere_Mawe,,FLY_INSECT,FLY_INSECT__1
Satere_Mawe,,FOOD,FOOD__0
Satere_Mawe,,FOOT,FOOT__0
Satere_Mawe,,FORGET,FORGET__0_6
Satere_Mawe,,FOUR,FOUR__2
Satere_Mawe,,FROG,FROG__1
Satere_Mawe,,FRUIT,FRUIT__0
Satere_Mawe,,FULL,FULL__1
Satere_Mawe,,GATHER,GATHER__2
Satere_Mawe,,GENIPA,GENIPA__2
Satere_Mawe,,GETLOST,GETLOST__3
Satere_Mawe,,GIRL,GIRL__1
Satere_Mawe,,GIVE,GIVE__2
Satere_Mawe,,GNAT,GNAT__1
Satere_Mawe,,GO,GO__3
Satere_Mawe,,GO_UP,GO_UP__1
Satere_Mawe,,GOOD,GOOD__3
Satere_Mawe,,GRANDFATHER,GRANDFATHER__3
Satere_Mawe,,GRASS,GRASS__9
Satere_Mawe,,GREEN,GREEN__2
Satere_Mawe,,GREEN_IGUANA,GREEN_IGUANA__0
Satere_Mawe,,GROW,GROW__2
Satere_Mawe,,GUAN,GUAN__1
Satere_Mawe,,HAIR,HAIR__0
Satere_Mawe,,HAMMOCK,HAMMOCK__2
Satere_Mawe,,HAND,HAND__0
Satere_Mawe,,HAPPY,HAPPY__1
Satere_Mawe,,HAWK,HAWK__5
Satere_Mawe,,HEAD,HEAD__0_1_3
Satere_Mawe,,HEAL,?
Satere_Mawe,,HEAR,HEAR__0_1
Satere_Mawe,,HEART,HEART__0
Satere_Mawe,,HEAVY,HEAVY__0
Satere_Mawe,,HEDGEHOG,HEDGEHOG__0
Satere_Mawe,,HELP,HELP__1
Satere_Mawe,,HEN,HEN__1
Satere_Mawe,,HERE,HERE__3
Satere_Mawe,,HIDE,HIDE__0
Satere_Mawe,,HIT,HIT__1
Satere_Mawe,,HOLE,?
Satere_Mawe,,HONEY,HONEY__0_4
Satere_Mawe,,HORN,HORN__0_3
Satere_Mawe,,HOT,HOT__0
Satere_Mawe,,HOUSE,HOUSE__3
Satere_Mawe,,HOWLER_MONKEY,HOWLER_MONKEY__0
Satere_Mawe,,HUMMINGBIRD,HUMMINGBIRD__6
Satere_Mawe,,HUNT,HUNT__0
Satere_Mawe,,HUSBAND,HUSBAND__0
Satere_Mawe,,I,I__1
Satere_Mawe,,INGA,INGA__0_2
Satere_Mawe,,INSIDE,INSIDE__3
Satere_Mawe,,JACARE,JACARE__0
Satere_Mawe,,JAGUAR,JAGUAR__0
Satere_Mawe,,JUMP,JUMP__0
Satere_Mawe,,KILL,KILL__0
Satere_Mawe,,KING_FISHER,KING_FISHER__1
Satere_Mawe,,KNEE,KNEE__6
Satere_Mawe,,KNIFE,KNIFE__0
Satere_Mawe,,KNOW,KNOW__0
Satere_Mawe,,LAKE,LAKE__0
Satere_Mawe,,LARGE_ANT,LARGE_ANT__1
Satere_Mawe,,LARGE_MANDI_FISH,LARGE_MANDI_FISH__1
Satere_Mawe,,LAUGH,LAUGH__1
Satere_Mawe,,LEAF,LEAF__2
Satere_Mawe,,LEARN,LEARN__0_1_2
Satere_Mawe,,LEAVE,LEAVE__0
Satere_Mawe,,LEG,LEG__1
Satere_Mawe,,LIE_DOWN,LIE_DOWN__0
Satere_Mawe,,LIVER,LIVER__0
Satere_Mawe,,LIZARD,LIZARD__1
Satere_Mawe,,LONG,LONG__3
Satere_Mawe,,LOOK_AT,LOOK_AT__0
Satere_Mawe,,LOUSE,LOUSE__0
Satere_Mawe,,MACAW,MACAW__1
Satere_Mawe,,MAN,MAN__3
Satere_Mawe,,MANIOC,MANIOC__0
Satere_Mawe,,MANY,MANY__0
Satere_Mawe,,MEDICINE,MEDICINE__0
Satere_Mawe,,MILK,MILK__3
Satere_Mawe,,MOLD,?
Satere_Mawe,,MONKEY,MONKEY__3
Satere_Mawe,,MOON,MOON__1
Satere_Mawe,,MORNING,?
Satere_Mawe,,MOSQUITO,MOSQUITO__0
Satere_Mawe,,MOTHER,MOTHER__2
Satere_Mawe,,MOTHER-IN-LAW_OF_MAN,MOTHER-IN-LAW_OF_MAN__1_3
Satere_Mawe,,MOUNTAIN,MOUNTAIN__7
Satere_Mawe,,MOUSTACHE,?
Satere_Mawe,,MOUTH,MOUTH__1_5
Satere_Mawe,,MUD,MUD__7
Satere_Mawe,,NAIL,NAIL__2
Satere_Mawe,,NAME,NAME__1
Satere_Mawe,,NECK,NECK__3
Satere_Mawe,,NECKLACE,NECKLACE__2
Satere_Mawe,,NEST,NEST__1
Satere_Mawe,,NEW,NEW__1
Satere_Mawe,,NIGHT,NIGHT__0
Satere_Mawe,,NOSE,NOSE__1
Satere_Mawe,,NOW,NOW__0_1
Satere_Mawe,,OAR,OAR__0
Satere_Mawe,,OLD_ADJ,OLD_ADJ__8
Satere_Mawe,,ONE,ONE__1
Satere_Mawe,,OPEN,OPEN__0
Satere_Mawe,,OPOSSUM,OPOSSUM__5
Satere_Mawe,,OTHER,OTHER__2
Satere_Mawe,,OWL,OWL__0
Satere_Mawe,,PACA,PACA__0
Satere_Mawe,,PACU_FISH,PACU_FISH__0
Satere_Mawe,,PAIN,PAIN__0
Satere_Mawe,,PAN,PAN__0
Satere_Mawe,,PAPAYA,PAPAYA__1
Satere_Mawe,,PARROT,PARROT__1
Satere_Mawe,,PATH,PATH__1
Satere_Mawe,,PEACH_PALM,PEACH_PALM__4
Satere_Mawe,,PEANUT,PEANUT__0
Satere_Mawe,,PECCARY_COLLARED,PECCARY_COLLARED__2_3
Satere_Mawe,,PECCARY_WHITE-LIPPED,PECCARY_WHITE-LIPPED__2
Satere_Mawe,,PENIS,PENIS__3
Satere_Mawe,,PEPPER,PEPPER__5
Satere_Mawe,,PERSON,PERSON__3
Satere_Mawe,,PESTLE,PESTLE__0
Satere_Mawe,,PIERCE,PIERCE__1
Satere_Mawe,,PINEAPPLE,PINEAPPLE__0
Satere_Mawe,,PIRANHA,PIRANHA__0_1
Satere_Mawe,,PLAY,PLAY__0_11
Satere_Mawe,,PORRIDGE,PORRIDGE__0
Satere_Mawe,,PUMPKIN,PUMPKIN__0
Satere_Mawe,,PUT,PUT__0
Satere_Mawe,,RAIN,RAIN__0
Satere_Mawe,,RAT,RAT__1
Satere_Mawe,,RAW,RAW__0
Satere_Mawe,,RED,RED__4
Satere_Mawe,,REMEMBER,REMEMBER__0
Satere_Mawe,,RETURN,RETURN__1
Satere_Mawe,,RIPE,RIPE__5
Satere_Mawe,,RIVER,RIVER__1
Satere_Mawe,,ROAST,ROAST__5
Satere_Mawe,,ROOT,ROOT__0
Satere_Mawe,,ROPE,ROPE__3
Satere_Mawe,,ROUND,ROUND__2
Satere_Mawe,,ROW,ROW__1
Satere_Mawe,,RUN,RUN__4
Satere_Mawe,,SALIVA,SALIVA__3
Satere_Mawe,,SALT,SALT__0
Satere_Mawe,,SAND,SAND__0
Satere_Mawe,,SAY,SAY__0_3
Satere_Mawe,,SCARE,SCARE__0
Satere_Mawe,,SCORPION,SCORPION__2
Satere_Mawe,,SEE,SEE__4
Satere_Mawe,,SEED,SEED__0
Satere_Mawe,,SEEK,SEEK__0
Satere_Mawe,,SEND,SEND__2
Satere_Mawe,,SHADOW,SHADOW__0
Satere_Mawe,,SHAMAN,SHAMAN__0
Satere_Mawe,,SHARPEN,?
Satere_Mawe,,SHELL,SHELL__1
Satere_Mawe,,SHORT,SHORT__6
Satere_Mawe,,SICK,SICK__0
Satere_Mawe,,SING,SING__3
Satere_Mawe,,SIT_DOWN,SIT_DOWN__0
Satere_Mawe,,SKIN,SKIN__0_2
Satere_Mawe,,SKY,SKY__2
Satere_Mawe,,SLASH,SLASH__0
Satere_Mawe,,SLEEP,SLEEP__0
Satere_Mawe,,SLOTH,SLOTH__1
Satere_Mawe,,SMALL,SMALL__4
Satere_Mawe,,SMOKE_N,SMOKE_N__2
Satere_Mawe,,SNAIL,SNAIL__6
Satere_Mawe,,SNAKE,SNAKE__0
Satere_Mawe,,SNORE,SNORE__2
Satere_Mawe,,SON_OF_MAN,SON_OF_MAN__0_1
Satere_Mawe,,SON_OF_WOMAN,SON_OF_WOMAN__0_1
Satere_Mawe,,SOUR,SOUR__1
Satere_Mawe,,SPEAK,SPEAK__2
Satere_Mawe,,SPIDER,SPIDER__3
Satere_Mawe,,SPIDER_MONKEY,SPIDER_MONKEY__0
Satere_Mawe,,SQUIRREL,SQUIRREL__0
Satere_Mawe,,STAND,STAND__0_6
Satere_Mawe,,STAR,STAR__3
Satere_Mawe,,STAY,STAY__0
Satere_Mawe,,STINGRAY,STINGRAY__1
Satere_Mawe,,STOMACH,?
Satere_Mawe,,STONE,STONE__2
Satere_Mawe,,STRONG,STRONG__9
Satere_Mawe,,SUCK,SUCK__1
Satere_Mawe,,SUN,SUN__1
Satere_Mawe,,SURUBIM,SURUBIM__0
Satere_Mawe,,SWEEP,SWEEP__0
Satere_Mawe,,SWEET,SWEET__0
Satere_Mawe,,SWEET_POTATO,SWEET_POTATO__3
Satere_Mawe,,SWIM,SWIM__4
Satere_Mawe,,TAIL,TAIL__0
Satere_Mawe,,TAPIR,TAPIR__4
Satere_Mawe,,TAYRA,TAYRA__2_3
Satere_Mawe,,TEACH,TEACH__0_1
Satere_Mawe,,TELL,TELL__1
Satere_Mawe,,TERMINATE,TERMINATE__0
Satere_Mawe,,TERMITE,TERMITE__0
Satere_Mawe,,TESTICLES,?
Satere_Mawe,,THAT,THAT__0
Satere_Mawe,,THICK,THICK__1
Satere_Mawe,,THING,THING__5
Satere_Mawe,,THIS,THIS__3
Satere_Mawe,,THORN,THORN__0
Satere_Mawe,,THREE,THREE__8
Satere_Mawe,,THROAT,THROAT__5_8
Satere_Mawe,,THUNDER,THUNDER__1
Satere_Mawe,,TICK,TICK__0
Satere_Mawe,,TIE,TIE__0
Satere_Mawe,,TIMBO_LIANA,TIMBO_LIANA__1
Satere_Mawe,,TINAMOU,TINAMOU__1
Satere_Mawe,,TIRED,TIRED__1
Satere_Mawe,,TOBACCO,TOBACCO__3
Satere_Mawe,,TODAY,TODAY__2
Satere_Mawe,,TOMORROW,TOMORROW__3
Satere_Mawe,,TONGUE,TONGUE__0
Satere_Mawe,,TOOTH,TOOTH__1_2
Satere_Mawe,,TOUCAN,TOUCAN__0
Satere_Mawe,,TRAHIRA_FISH,TRAHIRA_FISH__2
Satere_Mawe,,TREE,TREE__1
Satere_Mawe,,TUCUMA_PALM,TUCUMA_PALM__0_4
Satere_Mawe,,TURTLE,TURTLE__0
Satere_Mawe,,TWO,TWO__1
Satere_Mawe,,UGLY,UGLY__2
Satere_Mawe,,UNCLE_MOBR,UNCLE_MOBR__1
Satere_Mawe,,UNTIE,UNTIE__1_2
Satere_Mawe,,URINATE,URINATE__1
Satere_Mawe,,VEIN,?
Satere_Mawe,,VILLAGE,VILLAGE__0
Satere_Mawe,,VILLAGE_SQUARE,?
Satere_Mawe,,VOMIT,VOMIT__0
Satere_Mawe,,VULTURE,VULTURE__0
Satere_Mawe,,WAKE_UP,WAKE_UP__3
Satere_Mawe,,WALK,WALK__0
Satere_Mawe,,WANT,WANT__5
Satere_Mawe,,WASH,WASH__2
Satere_Mawe,,WASP,WASP__0
Satere_Mawe,,WATER,WATER__1
Satere_Mawe,,WATERFALL,WATERFALL__0
Satere_Mawe,,WAX,WAX__2
Satere_Mawe,,WE_EXCL,WE_EXCL__0
Satere_Mawe,,WE_INCL,WE_INCL__0
Satere_Mawe,,WEAVE,WEAVE__0
Satere_Mawe,,WET,WET__3
Satere_Mawe,,WHAT,WHAT__2
Satere_Mawe,,WHITE,WHITE__0
Satere_Mawe,,WHO,WHO__0
Satere_Mawe,,WIFE,WIFE__0
Satere_Mawe,,WILD_CAT,WILD_CAT__0
Satere_Mawe,,WIND,WIND__0
Satere_Mawe,,WING,WING__0_3
Satere_Mawe,,WOMAN,WOMAN__1
Satere_Mawe,,WOODPECKER,WOODPECKER__4
Satere_Mawe,,WORM_EARTH,WORM_EARTH__0
Satere_Mawe,,WOUND,WOUND__0
Satere_Mawe,,YELLOW,YELLOW__2
Satere_Mawe,,YESTERDAY,?
Satere_Mawe,,YOU_PL,YOU_PL__0
Satere_Mawe,,YOU_SG,YOU_SG__0
Aweti,,ABOVE,ABOVE__0
Aweti,,ACAI_PALM,?
Aweti,,AFTER,AFTER__13
Aweti,,AGOUTI,AGOUTI__0
Aweti,,ALL,ALL__4
Aweti,,ALONE,ALONE__2
Aweti,,ANACONDA,ANACONDA__1_4
Aweti,,ANATTO,ANATTO__2
Aweti,,ANT,ANT__0
Aweti,,ANTEATER,ANTEATER__0
Aweti,,ARM,ARM__0
Aweti,,ARMADILLO,ARMADILLO__0
Aweti,,ARRIVE,ARRIVE__1
Aweti,,ARROW,ARROW__0
Aweti,,ASHES,ASHES__0_2_5
Aweti,,AXE,AXE__6
Aweti,,BACK,BACK__0
Aweti,,BAD,?
Aweti,,BAMBOO,BAMBOO__1
Aweti,,BANANA,BANANA__1
Aweti,,BASKET,BASKET__0
Aweti,,BAT,BAT__0
Aweti,,BATHE,BATHE__0
Aweti,,BE_HUNGRY,BE_HUNGRY__8
Aweti,,BE_WRONG,?
Aweti,,BEADS,?
Aweti,,BEANS,BEANS__0
Aweti,,BEARD,BEARD__0_3
Aweti,,BEAUTIFUL,BEAUTIFUL__2
Aweti,,BEE,BEE__4
Aweti,,BELLY,BELLY__2
Aweti,,BELLYBUTTON,BELLYBUTTON__0
Aweti,,BELOW,BELOW__0_1
Aweti,,BENCH,BENCH__3
Aweti,,BIG,BIG__1
Aweti,,BIRD,BIRD__2
Aweti,,BITE,BITE__0
Aweti,,BLACK,BLACK__4
Aweti,,BLOOD,BLOOD__0
Aweti,,BLOW,BLOW__0
Aweti,,BLUE,BLUE__0_6
Aweti,,BODY,BODY__0
Aweti,,BONE,BONE__0
Aweti,,BOW,BOW__0
Aweti,,BOY,BOY__1
Aweti,,BRANCH,BRANCH__0
Aweti,,BRAZIL_NUT,BRAZIL_NUT__2
Aweti,,BREAK,BREAK__2
Aweti,,BREAST,BREAST__0
Aweti,,BREATHE,BREATHE__3
Aweti,,BROTHER,BROTHER__0
Aweti,,BROTHER_OLDER_OF_WOMAN,BROTHER_OLDER_OF_WOMAN__0
Aweti,,BURN_INTR,BURN_INTR__1
Aweti,,BURY,BURY__0
Aweti,,BUTTERFLY,BUTTERFLY__6
Aweti,,BUTTOCKS,BUTTOCKS__2
Aweti,,CALABASH,CALABASH__0
Aweti,,CANOE,CANOE__6
Aweti,,CAPUCHIN_MONKEY,CAPUCHIN_MONKEY__0
Aweti,,CAPYBARA,CAPYBARA__0
Aweti,,CARA_ROOT,?
Aweti,,CASHEW,CASHEW__0
Aweti,,CENTIPEDE,?
Aweti,,CHIEF,CHIEF__2
Aweti,,CHILD,CHILD__6
Aweti,,CICADA,CICADA__0
Aweti,,CLAW,CLAW__0
Aweti,,CLOUD,CLOUD__0_1
Aweti,,COATI,COATI__1
Aweti,,COCKROACH,COCKROACH__1
Aweti,,COCOA,?
Aweti,,COLD,COLD__0
Aweti,,COMB,COMB__0_1_2
Aweti,,COME,COME__3
Aweti,,CORN,CORN__0
Aweti,,COTTON,COTTON__0
Aweti,,CRAB,CRAB__2
Aweti,,CRICKET_ZOOL,CRICKET_ZOOL__0
Aweti,,CRY,CRY__0
Aweti,,CURASSOW,CURASSOW__0
Aweti,,CUT,CUT__0
Aweti,,DANCE,DANCE__3
Aweti,,DAUGHTER_OF_MAN,DAUGHTER_OF_MAN__0
Aweti,,DAUGHTER_OF_WOMAN,DAUGHTER_OF_WOMAN__0
Aweti,,DAY,DAY__0
Aweti,,DEER,DEER__5
Aweti,,DEFECATE,DEFECATE__0
Aweti,,DIE,DIE__0
Aweti,,DIG,DIG__0
Aweti,,DIRTY,DIRTY__2
Aweti,,DO,DO__3
Aweti,,DOG,DOG__0
Aweti,,DOOR,DOOR__5
Aweti,,DRAW,DRAW__1
Aweti,,DREAM,?
Aweti,,DRINK_V,DRINK_V__0_1
Aweti,,DRY,DRY__2_8
Aweti,,DRY_STATE,?
Aweti,,EAR,EAR__0
Aweti,,EARTH,EARTH__0
Aweti,,EAT_TR.,EAT_TR.__0
Aweti,,EGG,EGG__0
Aweti,,ELECTRIC_EEL,ELECTRIC_EEL__3
Aweti,,ENTER,ENTER__0
Aweti,,EYE,EYE__0
Aweti,,FACE,FACE__0
Aweti,,FALL,FALL__0
Aweti,,FAR,FAR__1
Aweti,,FAT,FAT__0
Aweti,,FATHER,FATHER__0
Aweti,,FEAR,FEAR__1
Aweti,,FEATHER,FEATHER__3
Aweti,,FINGER,FINGER__1
Aweti,,FIRE,FIRE__1
Aweti,,FIREFLY,FIREFLY__1
Aweti,,FIREWOOD,FIREWOOD__4
Aweti,,FISH,FISH__0
Aweti,,FISHHOOK,FISHHOOK__0
Aweti,,FLAT,?
Aweti,,FLEA,FLEA__0
Aweti,,FLESH,FLESH__3
Aweti,,FLOAT,FLOAT__0
Aweti,,FLOUR,FLOUR__4
Aweti,,FLOWER,FLOWER__0
Aweti,,FLY,FLY__0
Aweti,,FLY_INSECT,FLY_INSECT__1
Aweti,,FOOD,FOOD__0
Aweti,,FOOT,FOOT__0
Aweti,,FORGET,?
Aweti,,FOUR,FOUR__1
Aweti,,FROG,FROG__0
Aweti,,FRUIT,FRUIT__1
Aweti,,FULL,FULL__1
Aweti,,GATHER,GATHER__9
Aweti,,GENIPA,GENIPA__0
Aweti,,GETLOST,GETLOST__1
Aweti,,GIRL,GIRL__0_5
Aweti,,GIVE,GIVE__1
Aweti,,GNAT,GNAT__0
Aweti,,GO,GO__0
Aweti,,GO_UP,GO_UP__1
Aweti,,GOOD,GOOD__0
Aweti,,GRANDFATHER,GRANDFATHER__0
Aweti,,GRASS,GRASS__7
Aweti,,GREEN,GREEN__1
Aweti,,GREEN_IGUANA,GREEN_IGUANA__4
Aweti,,GROW,GROW__0
Aweti,,GUAN,GUAN__0
Aweti,,HAIR,HAIR__0
Aweti,,HAMMOCK,HAMMOCK__2
Aweti,,HAND,HAND__0
Aweti,,HAPPY,HAPPY__0
Aweti,,HAWK,HAWK__0
Aweti,,HEAD,HEAD__5
Aweti,,HEAL,?
Aweti,,HEAR,HEAR__0_1
Aweti,,HEART,HEART__0
Aweti,,HEAVY,HEAVY__0
Aweti,,HEDGEHOG,?
Aweti,,HELP,HELP__0
Aweti,,HEN,?
Aweti,,HERE,HERE__0
Aweti,,HIDE,HIDE__0
Aweti,,HIT,HIT__0
Aweti,,HOLE,HOLE__0
Aweti,,HONEY,HONEY__0
Aweti,,HORN,HORN__1
Aweti,,HOT,HOT__0
Aweti,,HOUSE,HOUSE__0
Aweti,,HOWLER_MONKEY,HOWLER_MONKEY__0
Aweti,,HUMMINGBIRD,HUMMINGBIRD__2
Aweti,,HUNT,HUNT__0
Aweti,,HUSBAND,HUSBAND__0
Aweti,,I,I__1
Aweti,,INGA,?
Aweti,,INSIDE,INSIDE__0
Aweti,,JACARE,JACARE__1
Aweti,,JAGUAR,JAGUAR__0
Aweti,,JUMP,JUMP__0
Aweti,,KILL,KILL__0
Aweti,,KING_FISHER,KING_FISHER__3
Aweti,,KNEE,KNEE__0
Aweti,,KNIFE,KNIFE__0
Aweti,,KNOW,KNOW__0
Aweti,,LAKE,LAKE__2
Aweti,,LARGE_ANT,?
Aweti,,LARGE_MANDI_FISH,LARGE_MANDI_FISH__2
Aweti,,LAUGH,LAUGH__0
Aweti,,LEAF,LEAF__2
Aweti,,LEARN,?
Aweti,,LEAVE,LEAVE__0
Aweti,,LEG,LEG__1
Aweti,,LIE_DOWN,LIE_DOWN__0_2
Aweti,,LIVER,LIVER__0
Aweti,,LIZARD,LIZARD__0
Aweti,,LONG,LONG__0
Aweti,,LOOK_AT,LOOK_AT__0
Aweti,,LOUSE,LOUSE__0
Aweti,,MACAW,MACAW__3
Aweti,,MAN,MAN__2
Aweti,,MANIOC,MANIOC__0_3
Aweti,,MANY,MANY__0
Aweti,,MEDICINE,MEDICINE__0
Aweti,,MILK,MILK__0
Aweti,,MOLD,?
Aweti,,MONKEY,MONKEY__0
Aweti,,MOON,MOON__0
Aweti,,MORNING,?
Aweti,,MOSQUITO,MOSQUITO__3
Aweti,,MOTHER,MOTHER__2
Aweti,,MOTHER-IN-LAW_OF_MAN,MOTHER-IN-LAW_OF_MAN__1_3
Aweti,,MOUNTAIN,MOUNTAIN__0_3
Aweti,,MOUSTACHE,?
Aweti,,MOUTH,MOUTH__0_2
Aweti,,MUD,MUD__2_3
Aweti,,NAIL,NAIL__0
Aweti,,NAME,NAME__1
Aweti,,NECK,NECK__3
Aweti,,NECKLACE,NECKLACE__9
Aweti,,NEST,?
Aweti,,NEW,NEW__3
Aweti,,NIGHT,NIGHT__0
Aweti,,NOSE,NOSE__0
Aweti,,NOW,NOW__1
Aweti,,OAR,OAR__2
Aweti,,OLD_ADJ,OLD_ADJ__5
Aweti,,ONE,ONE__3
Aweti,,OPEN,OPEN__0
Aweti,,OPOSSUM,OPOSSUM__4
Aweti,,OTHER,OTHER__0
Aweti,,OWL,OWL__2
Aweti,,PACA,PACA__0
Aweti,,PACU_FISH,PACU_FISH__0
Aweti,,PAIN,PAIN__0
Aweti,,PAN,PAN__8
Aweti,,PAPAYA,PAPAYA__1
Aweti,,PARROT,PARROT__0
Aweti,,PATH,PATH__1
Aweti,,PEACH_PALM,?
Aweti,,PEANUT,PEANUT__2
Aweti,,PECCARY_COLLARED,PECCARY_COLLARED__0
Aweti,,PECCARY_WHITE-LIPPED,PECCARY_WHITE-LIPPED__1
Aweti,,PENIS,PENIS__3
Aweti,,PEPPER,PEPPER__2
Aweti,,PERSON,PERSON__1
Aweti,,PESTLE,?
Aweti,,PIERCE,PIERCE__2
Aweti,,PINEAPPLE,PINEAPPLE__3
Aweti,,PIRANHA,PIRANHA__3
Aweti,,PLAY,PLAY__1_2_6
Aweti,,PORRIDGE,PORRIDGE__3
